Case ID,Activity,Resource,Start Timestamp,Complete Timestamp,Variant,Variant index,(case) description,defectFixed,defectType,lifecycle:transition,numberRepairs,phoneType
615,Test Repair,Tester2,1970/01/13 19:34:00.000,1970/01/13 19:43:00.000,Variant 16,16,Simulated process instance,false,,complete,3,
615,Archive Repair,System,1970/01/13 19:52:00.000,1970/01/13 19:52:00.000,Variant 16,16,Simulated process instance,false,,complete,3,
616,Register,System,1970/01/14 01:21:00.000,1970/01/14 01:21:00.000,Variant 1,1,Simulated process instance,,,complete,,
616,Analyze Defect,Tester1,1970/01/14 01:21:00.000,1970/01/14 01:28:00.000,Variant 1,1,Simulated process instance,,9,complete,,T3
616,Repair (Complex),SolverC3,1970/01/14 01:39:00.000,1970/01/14 02:29:00.000,Variant 1,1,Simulated process instance,,,complete,,
616,Inform User,System,1970/01/14 02:08:00.000,1970/01/14 02:08:00.000,Variant 1,1,Simulated process instance,,,complete,,
616,Test Repair,Tester3,1970/01/14 02:29:00.000,1970/01/14 02:35:00.000,Variant 1,1,Simulated process instance,true,,complete,0,
616,Archive Repair,System,1970/01/14 02:40:00.000,1970/01/14 02:40:00.000,Variant 1,1,Simulated process instance,true,,complete,0,
617,Register,System,1970/01/14 05:52:00.000,1970/01/14 05:52:00.000,Variant 5,5,Simulated process instance,,,complete,,
617,Analyze Defect,Tester2,1970/01/14 05:52:00.000,1970/01/14 06:01:00.000,Variant 5,5,Simulated process instance,,6,complete,,T1
617,Repair (Simple),SolverS3,1970/01/14 06:06:00.000,1970/01/14 06:20:00.000,Variant 5,5,Simulated process instance,,,complete,,
617,Inform User,System,1970/01/14 06:17:00.000,1970/01/14 06:17:00.000,Variant 5,5,Simulated process instance,,,complete,,
617,Test Repair,Tester5,1970/01/14 06:20:00.000,1970/01/14 06:30:00.000,Variant 5,5,Simulated process instance,true,,complete,1,
617,Archive Repair,System,1970/01/14 06:39:00.000,1970/01/14 06:39:00.000,Variant 5,5,Simulated process instance,true,,complete,1,
618,Register,System,1970/01/14 20:55:00.000,1970/01/14 20:55:00.000,Variant 9,9,Simulated process instance,,,complete,,
618,Analyze Defect,Tester3,1970/01/14 20:55:00.000,1970/01/14 21:05:00.000,Variant 9,9,Simulated process instance,,1,complete,,T3
618,Inform User,System,1970/01/14 21:32:00.000,1970/01/14 21:32:00.000,Variant 9,9,Simulated process instance,,,complete,,
618,Repair (Simple),SolverS2,1970/01/14 21:35:00.000,1970/01/14 21:50:00.000,Variant 9,9,Simulated process instance,,,complete,,
618,Test Repair,Tester5,1970/01/14 21:50:00.000,1970/01/14 21:57:00.000,Variant 9,9,Simulated process instance,true,,complete,1,
618,Archive Repair,System,1970/01/14 22:06:00.000,1970/01/14 22:06:00.000,Variant 9,9,Simulated process instance,true,,complete,1,
619,Register,System,1970/01/15 04:42:00.000,1970/01/15 04:42:00.000,Variant 1,1,Simulated process instance,,,complete,,
619,Analyze Defect,Tester4,1970/01/15 04:42:00.000,1970/01/15 04:51:00.000,Variant 1,1,Simulated process instance,,7,complete,,T1
619,Repair (Complex),SolverC3,1970/01/15 05:11:00.000,1970/01/15 05:58:00.000,Variant 1,1,Simulated process instance,,,complete,,
619,Inform User,System,1970/01/15 05:41:00.000,1970/01/15 05:41:00.000,Variant 1,1,Simulated process instance,,,complete,,
619,Test Repair,Tester2,1970/01/15 05:58:00.000,1970/01/15 06:08:00.000,Variant 1,1,Simulated process instance,true,,complete,0,
619,Archive Repair,System,1970/01/15 06:17:00.000,1970/01/15 06:17:00.000,Variant 1,1,Simulated process instance,true,,complete,0,
62,Register,System,1970/01/02 16:13:00.000,1970/01/02 16:13:00.000,Variant 7,7,Simulated process instance,,,complete,,
62,Analyze Defect,Tester5,1970/01/02 16:13:00.000,1970/01/02 16:20:00.000,Variant 7,7,Simulated process instance,,1,complete,,T1
62,Repair (Simple),SolverS1,1970/01/02 16:26:00.000,1970/01/02 16:33:00.000,Variant 7,7,Simulated process instance,,,complete,,
62,Test Repair,Tester1,1970/01/02 16:33:00.000,1970/01/02 16:42:00.000,Variant 7,7,Simulated process instance,false,,complete,1,
62,Inform User,System,1970/01/02 16:43:00.000,1970/01/02 16:43:00.000,Variant 7,7,Simulated process instance,,,complete,,
62,Restart Repair,System,1970/01/02 16:51:00.000,1970/01/02 16:51:00.000,Variant 7,7,Simulated process instance,,,complete,,
62,Repair (Simple),SolverS2,1970/01/02 16:51:00.000,1970/01/02 16:58:00.000,Variant 7,7,Simulated process instance,,,complete,,
62,Test Repair,Tester6,1970/01/02 16:58:00.000,1970/01/02 17:05:00.000,Variant 7,7,Simulated process instance,true,,complete,2,
62,Archive Repair,System,1970/01/02 17:11:00.000,1970/01/02 17:11:00.000,Variant 7,7,Simulated process instance,true,,complete,2,
620,Register,System,1970/01/14 00:50:00.000,1970/01/14 00:50:00.000,Variant 7,7,Simulated process instance,,,complete,,
620,Analyze Defect,Tester2,1970/01/14 00:50:00.000,1970/01/14 00:57:00.000,Variant 7,7,Simulated process instance,,1,complete,,T1
620,Repair (Simple),SolverS1,1970/01/14 01:11:00.000,1970/01/14 01:18:00.000,Variant 7,7,Simulated process instance,,,complete,,
620,Test Repair,Tester2,1970/01/14 01:18:00.000,1970/01/14 01:26:00.000,Variant 7,7,Simulated process instance,false,,complete,1,
620,Inform User,System,1970/01/14 01:23:00.000,1970/01/14 01:23:00.000,Variant 7,7,Simulated process instance,,,complete,,
620,Restart Repair,System,1970/01/14 01:33:00.000,1970/01/14 01:33:00.000,Variant 7,7,Simulated process instance,,,complete,,
620,Repair (Simple),SolverS2,1970/01/14 01:33:00.000,1970/01/14 01:46:00.000,Variant 7,7,Simulated process instance,,,complete,,
620,Test Repair,Tester1,1970/01/14 01:46:00.000,1970/01/14 01:55:00.000,Variant 7,7,Simulated process instance,true,,complete,2,
620,Archive Repair,System,1970/01/14 02:02:00.000,1970/01/14 02:02:00.000,Variant 7,7,Simulated process instance,true,,complete,2,
621,Register,System,1970/01/15 05:56:00.000,1970/01/15 05:56:00.000,Variant 8,8,Simulated process instance,,,complete,,
621,Analyze Defect,Tester5,1970/01/15 05:56:00.000,1970/01/15 06:06:00.000,Variant 8,8,Simulated process instance,,2,complete,,T2
621,Repair (Simple),SolverS2,1970/01/15 06:26:00.000,1970/01/15 06:33:00.000,Variant 8,8,Simulated process instance,,,complete,,
621,Test Repair,Tester2,1970/01/15 06:33:00.000,1970/01/15 06:43:00.000,Variant 8,8,Simulated process instance,false,,complete,1,
621,Restart Repair,System,1970/01/15 06:50:00.000,1970/01/15 06:50:00.000,Variant 8,8,Simulated process instance,,,complete,,
621,Repair (Simple),SolverS2,1970/01/15 06:50:00.000,1970/01/15 06:55:00.000,Variant 8,8,Simulated process instance,,,complete,,
621,Inform User,System,1970/01/15 06:52:00.000,1970/01/15 06:52:00.000,Variant 8,8,Simulated process instance,,,complete,,
621,Test Repair,Tester3,1970/01/15 06:55:00.000,1970/01/15 07:03:00.000,Variant 8,8,Simulated process instance,true,,complete,2,
621,Archive Repair,System,1970/01/15 07:13:00.000,1970/01/15 07:13:00.000,Variant 8,8,Simulated process instance,true,,complete,2,
622,Register,System,1970/01/14 15:55:00.000,1970/01/14 15:55:00.000,Variant 5,5,Simulated process instance,,,complete,,
622,Analyze Defect,Tester1,1970/01/14 15:55:00.000,1970/01/14 16:02:00.000,Variant 5,5,Simulated process instance,,2,complete,,T1
622,Repair (Simple),SolverS3,1970/01/14 16:24:00.000,1970/01/14 16:42:00.000,Variant 5,5,Simulated process instance,,,complete,,
622,Inform User,System,1970/01/14 16:25:00.000,1970/01/14 16:25:00.000,Variant 5,5,Simulated process instance,,,complete,,
622,Test Repair,Tester4,1970/01/14 16:42:00.000,1970/01/14 16:51:00.000,Variant 5,5,Simulated process instance,true,,complete,1,
622,Archive Repair,System,1970/01/14 17:01:00.000,1970/01/14 17:01:00.000,Variant 5,5,Simulated process instance,true,,complete,1,
623,Register,System,1970/01/13 21:32:00.000,1970/01/13 21:32:00.000,Variant 9,9,Simulated process instance,,,complete,,
623,Analyze Defect,Tester2,1970/01/13 21:32:00.000,1970/01/13 21:38:00.000,Variant 9,9,Simulated process instance,,1,complete,,T3
623,Inform User,System,1970/01/13 21:55:00.000,1970/01/13 21:55:00.000,Variant 9,9,Simulated process instance,,,complete,,
623,Repair (Simple),SolverS3,1970/01/13 22:04:00.000,1970/01/13 22:23:00.000,Variant 9,9,Simulated process instance,,,complete,,
623,Test Repair,Tester6,1970/01/13 22:23:00.000,1970/01/13 22:28:00.000,Variant 9,9,Simulated process instance,true,,complete,1,
623,Archive Repair,System,1970/01/13 22:35:00.000,1970/01/13 22:35:00.000,Variant 9,9,Simulated process instance,true,,complete,1,
624,Register,System,1970/01/14 23:06:00.000,1970/01/14 23:06:00.000,Variant 9,9,Simulated process instance,,,complete,,
624,Analyze Defect,Tester4,1970/01/14 23:06:00.000,1970/01/14 23:13:00.000,Variant 9,9,Simulated process instance,,2,complete,,T3
624,Inform User,System,1970/01/14 23:31:00.000,1970/01/14 23:31:00.000,Variant 9,9,Simulated process instance,,,complete,,
624,Repair (Simple),SolverS2,1970/01/14 23:35:00.000,1970/01/14 23:46:00.000,Variant 9,9,Simulated process instance,,,complete,,
624,Test Repair,Tester6,1970/01/14 23:46:00.000,1970/01/14 23:51:00.000,Variant 9,9,Simulated process instance,true,,complete,1,
624,Archive Repair,System,1970/01/14 23:56:00.000,1970/01/14 23:56:00.000,Variant 9,9,Simulated process instance,true,,complete,1,
625,Register,System,1970/01/13 22:58:00.000,1970/01/13 22:58:00.000,Variant 9,9,Simulated process instance,,,complete,,
625,Analyze Defect,Tester5,1970/01/13 22:58:00.000,1970/01/13 23:05:00.000,Variant 9,9,Simulated process instance,,2,complete,,T1
625,Inform User,System,1970/01/13 23:25:00.000,1970/01/13 23:25:00.000,Variant 9,9,Simulated process instance,,,complete,,
625,Repair (Simple),SolverS3,1970/01/13 23:29:00.000,1970/01/13 23:49:00.000,Variant 9,9,Simulated process instance,,,complete,,
625,Test Repair,Tester2,1970/01/13 23:49:00.000,1970/01/13 23:58:00.000,Variant 9,9,Simulated process instance,true,,complete,1,
625,Archive Repair,System,1970/01/14 00:07:00.000,1970/01/14 00:07:00.000,Variant 9,9,Simulated process instance,true,,complete,1,
626,Register,System,1970/01/14 09:26:00.000,1970/01/14 09:26:00.000,Variant 3,3,Simulated process instance,,,complete,,
626,Analyze Defect,Tester2,1970/01/14 09:26:00.000,1970/01/14 09:36:00.000,Variant 3,3,Simulated process instance,,3,complete,,T3
626,Repair (Simple),SolverS3,1970/01/14 09:48:00.000,1970/01/14 09:59:00.000,Variant 3,3,Simulated process instance,,,complete,,
626,Test Repair,Tester4,1970/01/14 09:59:00.000,1970/01/14 10:08:00.000,Variant 3,3,Simulated process instance,true,,complete,1,
626,Inform User,System,1970/01/14 10:06:00.000,1970/01/14 10:06:00.000,Variant 3,3,Simulated process instance,,,complete,,
626,Archive Repair,System,1970/01/14 10:17:00.000,1970/01/14 10:17:00.000,Variant 3,3,Simulated process instance,true,,complete,1,
627,Register,System,1970/01/14 20:08:00.000,1970/01/14 20:08:00.000,Variant 25,25,Simulated process instance,,,complete,,
627,Analyze Defect,Tester2,1970/01/14 20:08:00.000,1970/01/14 20:17:00.000,Variant 25,25,Simulated process instance,,3,complete,,T3
627,Inform User,System,1970/01/14 20:32:00.000,1970/01/14 20:32:00.000,Variant 25,25,Simulated process instance,,,complete,,
627,Repair (Simple),SolverS1,1970/01/14 20:37:00.000,1970/01/14 20:44:00.000,Variant 25,25,Simulated process instance,,,complete,,
627,Test Repair,Tester4,1970/01/14 20:44:00.000,1970/01/14 20:49:00.000,Variant 25,25,Simulated process instance,false,,complete,1,
627,Restart Repair,System,1970/01/14 20:55:00.000,1970/01/14 20:55:00.000,Variant 25,25,Simulated process instance,,,complete,,
627,Repair (Simple),SolverS2,1970/01/14 20:55:00.000,1970/01/14 21:01:00.000,Variant 25,25,Simulated process instance,,,complete,,
627,Test Repair,Tester6,1970/01/14 21:01:00.000,1970/01/14 21:07:00.000,Variant 25,25,Simulated process instance,false,,complete,2,
627,Restart Repair,System,1970/01/14 21:15:00.000,1970/01/14 21:15:00.000,Variant 25,25,Simulated process instance,,,complete,,
627,Repair (Simple),SolverS3,1970/01/14 21:15:00.000,1970/01/14 21:35:00.000,Variant 25,25,Simulated process instance,,,complete,,
627,Test Repair,Tester5,1970/01/14 21:35:00.000,1970/01/14 21:43:00.000,Variant 25,25,Simulated process instance,true,,complete,3,
627,Archive Repair,System,1970/01/14 21:53:00.000,1970/01/14 21:53:00.000,Variant 25,25,Simulated process instance,true,,complete,3,
628,Register,System,1970/01/14 22:49:00.000,1970/01/14 22:49:00.000,Variant 6,6,Simulated process instance,,,complete,,
628,Analyze Defect,Tester1,1970/01/14 22:49:00.000,1970/01/14 22:54:00.000,Variant 6,6,Simulated process instance,,4,complete,,T3
628,Repair (Simple),SolverS2,1970/01/14 23:08:00.000,1970/01/14 23:20:00.000,Variant 6,6,Simulated process instance,,,complete,,
628,Test Repair,Tester4,1970/01/14 23:20:00.000,1970/01/14 23:29:00.000,Variant 6,6,Simulated process instance,false,,complete,1,
628,Inform User,System,1970/01/14 23:28:00.000,1970/01/14 23:28:00.000,Variant 6,6,Simulated process instance,,,complete,,
628,Restart Repair,System,1970/01/14 23:39:00.000,1970/01/14 23:39:00.000,Variant 6,6,Simulated process instance,,,complete,,
628,Repair (Simple),SolverS1,1970/01/14 23:39:00.000,1970/01/14 23:46:00.000,Variant 6,6,Simulated process instance,,,complete,,
628,Test Repair,Tester1,1970/01/14 23:46:00.000,1970/01/14 23:53:00.000,Variant 6,6,Simulated process instance,false,,complete,2,
628,Restart Repair,System,1970/01/15 00:03:00.000,1970/01/15 00:03:00.000,Variant 6,6,Simulated process instance,,,complete,,
628,Repair (Simple),SolverS3,1970/01/15 00:03:00.000,1970/01/15 00:23:00.000,Variant 6,6,Simulated process instance,,,complete,,
628,Test Repair,Tester5,1970/01/15 00:23:00.000,1970/01/15 00:29:00.000,Variant 6,6,Simulated process instance,true,,complete,3,
628,Archive Repair,System,1970/01/15 00:39:00.000,1970/01/15 00:39:00.000,Variant 6,6,Simulated process instance,true,,complete,3,
629,Register,System,1970/01/15 01:33:00.000,1970/01/15 01:33:00.000,Variant 5,5,Simulated process instance,,,complete,,
629,Analyze Defect,Tester3,1970/01/15 01:33:00.000,1970/01/15 01:42:00.000,Variant 5,5,Simulated process instance,,5,complete,,T1
629,Repair (Simple),SolverS3,1970/01/15 02:07:00.000,1970/01/15 02:17:00.000,Variant 5,5,Simulated process instance,,,complete,,
629,Inform User,System,1970/01/15 02:12:00.000,1970/01/15 02:12:00.000,Variant 5,5,Simulated process instance,,,complete,,
629,Test Repair,Tester6,1970/01/15 02:17:00.000,1970/01/15 02:26:00.000,Variant 5,5,Simulated process instance,true,,complete,1,
629,Archive Repair,System,1970/01/15 02:33:00.000,1970/01/15 02:33:00.000,Variant 5,5,Simulated process instance,true,,complete,1,
63,Register,System,1970/01/04 00:45:00.000,1970/01/04 00:45:00.000,Variant 1,1,Simulated process instance,,,complete,,
63,Analyze Defect,Tester2,1970/01/04 00:45:00.000,1970/01/04 00:55:00.000,Variant 1,1,Simulated process instance,,10,complete,,T1
63,Repair (Complex),SolverC3,1970/01/04 01:06:00.000,1970/01/04 01:49:00.000,Variant 1,1,Simulated process instance,,,complete,,
63,Inform User,System,1970/01/04 01:14:00.000,1970/01/04 01:14:00.000,Variant 1,1,Simulated process instance,,,complete,,
63,Test Repair,Tester1,1970/01/04 01:49:00.000,1970/01/04 01:58:00.000,Variant 1,1,Simulated process instance,true,,complete,0,
63,Archive Repair,System,1970/01/04 02:03:00.000,1970/01/04 02:03:00.000,Variant 1,1,Simulated process instance,true,,complete,0,
630,Register,System,1970/01/14 18:57:00.000,1970/01/14 18:57:00.000,Variant 8,8,Simulated process instance,,,complete,,
630,Analyze Defect,Tester6,1970/01/14 18:57:00.000,1970/01/14 19:02:00.000,Variant 8,8,Simulated process instance,,3,complete,,T3
630,Repair (Simple),SolverS1,1970/01/14 19:20:00.000,1970/01/14 19:26:00.000,Variant 8,8,Simulated process instance,,,complete,,
630,Test Repair,Tester6,1970/01/14 19:26:00.000,1970/01/14 19:35:00.000,Variant 8,8,Simulated process instance,false,,complete,1,
630,Restart Repair,System,1970/01/14 19:41:00.000,1970/01/14 19:41:00.000,Variant 8,8,Simulated process instance,,,complete,,
630,Repair (Simple),SolverS3,1970/01/14 19:41:00.000,1970/01/14 20:00:00.000,Variant 8,8,Simulated process instance,,,complete,,
630,Inform User,System,1970/01/14 19:45:00.000,1970/01/14 19:45:00.000,Variant 8,8,Simulated process instance,,,complete,,
630,Test Repair,Tester2,1970/01/14 20:00:00.000,1970/01/14 20:07:00.000,Variant 8,8,Simulated process instance,true,,complete,2,
630,Archive Repair,System,1970/01/14 20:12:00.000,1970/01/14 20:12:00.000,Variant 8,8,Simulated process instance,true,,complete,2,
631,Register,System,1970/01/15 09:53:00.000,1970/01/15 09:53:00.000,Variant 22,22,Simulated process instance,,,complete,,
631,Analyze Defect,Tester2,1970/01/15 09:53:00.000,1970/01/15 10:02:00.000,Variant 22,22,Simulated process instance,,2,complete,,T1
631,Repair (Simple),SolverS1,1970/01/15 10:15:00.000,1970/01/15 10:21:00.000,Variant 22,22,Simulated process instance,,,complete,,
631,Inform User,System,1970/01/15 10:19:00.000,1970/01/15 10:19:00.000,Variant 22,22,Simulated process instance,,,complete,,
631,Test Repair,Tester4,1970/01/15 10:21:00.000,1970/01/15 10:29:00.000,Variant 22,22,Simulated process instance,false,,complete,1,
631,Restart Repair,System,1970/01/15 10:35:00.000,1970/01/15 10:35:00.000,Variant 22,22,Simulated process instance,,,complete,,
631,Repair (Simple),SolverS3,1970/01/15 10:35:00.000,1970/01/15 10:46:00.000,Variant 22,22,Simulated process instance,,,complete,,
631,Test Repair,Tester2,1970/01/15 10:46:00.000,1970/01/15 10:51:00.000,Variant 22,22,Simulated process instance,true,,complete,2,
631,Archive Repair,System,1970/01/15 10:58:00.000,1970/01/15 10:58:00.000,Variant 22,22,Simulated process instance,true,,complete,2,
632,Register,System,1970/01/15 09:02:00.000,1970/01/15 09:02:00.000,Variant 2,2,Simulated process instance,,,complete,,
632,Analyze Defect,Tester4,1970/01/15 09:02:00.000,1970/01/15 09:07:00.000,Variant 2,2,Simulated process instance,,7,complete,,T2
632,Repair (Complex),SolverC1,1970/01/15 09:11:00.000,1970/01/15 09:25:00.000,Variant 2,2,Simulated process instance,,,complete,,
632,Test Repair,Tester6,1970/01/15 09:25:00.000,1970/01/15 09:35:00.000,Variant 2,2,Simulated process instance,true,,complete,0,
632,Inform User,System,1970/01/15 09:29:00.000,1970/01/15 09:29:00.000,Variant 2,2,Simulated process instance,,,complete,,
632,Archive Repair,System,1970/01/15 09:41:00.000,1970/01/15 09:41:00.000,Variant 2,2,Simulated process instance,true,,complete,0,
633,Register,System,1970/01/15 05:55:00.000,1970/01/15 05:55:00.000,Variant 3,3,Simulated process instance,,,complete,,
633,Analyze Defect,Tester6,1970/01/15 05:55:00.000,1970/01/15 06:02:00.000,Variant 3,3,Simulated process instance,,4,complete,,T3
633,Repair (Simple),SolverS2,1970/01/15 06:08:00.000,1970/01/15 06:18:00.000,Variant 3,3,Simulated process instance,,,complete,,
633,Test Repair,Tester6,1970/01/15 06:18:00.000,1970/01/15 06:27:00.000,Variant 3,3,Simulated process instance,true,,complete,1,
633,Inform User,System,1970/01/15 06:23:00.000,1970/01/15 06:23:00.000,Variant 3,3,Simulated process instance,,,complete,,
633,Archive Repair,System,1970/01/15 06:34:00.000,1970/01/15 06:34:00.000,Variant 3,3,Simulated process instance,true,,complete,1,
634,Register,System,1970/01/15 04:30:00.000,1970/01/15 04:30:00.000,Variant 2,2,Simulated process instance,,,complete,,
634,Analyze Defect,Tester3,1970/01/15 04:30:00.000,1970/01/15 04:35:00.000,Variant 2,2,Simulated process instance,,8,complete,,T2
634,Repair (Complex),SolverC1,1970/01/15 04:37:00.000,1970/01/15 04:49:00.000,Variant 2,2,Simulated process instance,,,complete,,
634,Test Repair,Tester1,1970/01/15 04:49:00.000,1970/01/15 04:55:00.000,Variant 2,2,Simulated process instance,true,,complete,0,
634,Inform User,System,1970/01/15 05:00:00.000,1970/01/15 05:00:00.000,Variant 2,2,Simulated process instance,,,complete,,
634,Archive Repair,System,1970/01/15 05:01:00.000,1970/01/15 05:01:00.000,Variant 2,2,Simulated process instance,true,,complete,0,
635,Register,System,1970/01/15 09:40:00.000,1970/01/15 09:40:00.000,Variant 2,2,Simulated process instance,,,complete,,
635,Analyze Defect,Tester2,1970/01/15 09:40:00.000,1970/01/15 09:48:00.000,Variant 2,2,Simulated process instance,,10,complete,,T2
635,Repair (Complex),SolverC1,1970/01/15 09:58:00.000,1970/01/15 10:15:00.000,Variant 2,2,Simulated process instance,,,complete,,
635,Test Repair,Tester5,1970/01/15 10:15:00.000,1970/01/15 10:25:00.000,Variant 2,2,Simulated process instance,true,,complete,0,
635,Inform User,System,1970/01/15 10:20:00.000,1970/01/15 10:20:00.000,Variant 2,2,Simulated process instance,,,complete,,
635,Archive Repair,System,1970/01/15 10:33:00.000,1970/01/15 10:33:00.000,Variant 2,2,Simulated process instance,true,,complete,0,
636,Register,System,1970/01/15 10:19:00.000,1970/01/15 10:19:00.000,Variant 4,4,Simulated process instance,,,complete,,
636,Analyze Defect,Tester3,1970/01/15 10:19:00.000,1970/01/15 10:29:00.000,Variant 4,4,Simulated process instance,,7,complete,,T1
636,Inform User,System,1970/01/15 10:56:00.000,1970/01/15 10:56:00.000,Variant 4,4,Simulated process instance,,,complete,,
636,Repair (Complex),SolverC2,1970/01/15 10:58:00.000,1970/01/15 11:10:00.000,Variant 4,4,Simulated process instance,,,complete,,
636,Test Repair,Tester5,1970/01/15 11:10:00.000,1970/01/15 11:15:00.000,Variant 4,4,Simulated process instance,true,,complete,0,
636,Archive Repair,System,1970/01/15 11:20:00.000,1970/01/15 11:20:00.000,Variant 4,4,Simulated process instance,true,,complete,0,
637,Register,System,1970/01/14 06:45:00.000,1970/01/14 06:45:00.000,Variant 5,5,Simulated process instance,,,complete,,
637,Analyze Defect,Tester3,1970/01/14 06:45:00.000,1970/01/14 06:55:00.000,Variant 5,5,Simulated process instance,,4,complete,,T1
637,Repair (Simple),SolverS3,1970/01/14 07:20:00.000,1970/01/14 07:39:00.000,Variant 5,5,Simulated process instance,,,complete,,
637,Inform User,System,1970/01/14 07:28:00.000,1970/01/14 07:28:00.000,Variant 5,5,Simulated process instance,,,complete,,
637,Test Repair,Tester1,1970/01/14 07:39:00.000,1970/01/14 07:47:00.000,Variant 5,5,Simulated process instance,true,,complete,1,
637,Archive Repair,System,1970/01/14 07:52:00.000,1970/01/14 07:52:00.000,Variant 5,5,Simulated process instance,true,,complete,1,
638,Register,System,1970/01/15 07:16:00.000,1970/01/15 07:16:00.000,Variant 1,1,Simulated process instance,,,complete,,
638,Analyze Defect,Tester2,1970/01/15 07:16:00.000,1970/01/15 07:22:00.000,Variant 1,1,Simulated process instance,,7,complete,,T3
638,Repair (Complex),SolverC3,1970/01/15 07:40:00.000,1970/01/15 08:23:00.000,Variant 1,1,Simulated process instance,,,complete,,
638,Inform User,System,1970/01/15 07:49:00.000,1970/01/15 07:49:00.000,Variant 1,1,Simulated process instance,,,complete,,
638,Test Repair,Tester4,1970/01/15 08:23:00.000,1970/01/15 08:28:00.000,Variant 1,1,Simulated process instance,true,,complete,0,
638,Archive Repair,System,1970/01/15 08:36:00.000,1970/01/15 08:36:00.000,Variant 1,1,Simulated process instance,true,,complete,0,
639,Register,System,1970/01/15 04:07:00.000,1970/01/15 04:07:00.000,Variant 1,1,Simulated process instance,,,complete,,
639,Analyze Defect,Tester6,1970/01/15 04:07:00.000,1970/01/15 04:16:00.000,Variant 1,1,Simulated process instance,,7,complete,,T1
639,Repair (Complex),SolverC3,1970/01/15 04:31:00.000,1970/01/15 05:11:00.000,Variant 1,1,Simulated process instance,,,complete,,
639,Inform User,System,1970/01/15 05:06:00.000,1970/01/15 05:06:00.000,Variant 1,1,Simulated process instance,,,complete,,
639,Test Repair,Tester6,1970/01/15 05:11:00.000,1970/01/15 05:16:00.000,Variant 1,1,Simulated process instance,true,,complete,0,
639,Archive Repair,System,1970/01/15 05:26:00.000,1970/01/15 05:26:00.000,Variant 1,1,Simulated process instance,true,,complete,0,
64,Register,System,1970/01/03 02:40:00.000,1970/01/03 02:40:00.000,Variant 2,2,Simulated process instance,,,complete,,
64,Analyze Defect,Tester5,1970/01/03 02:40:00.000,1970/01/03 02:48:00.000,Variant 2,2,Simulated process instance,,6,complete,,T3
64,Repair (Complex),SolverC2,1970/01/03 03:04:00.000,1970/01/03 03:16:00.000,Variant 2,2,Simulated process instance,,,complete,,
64,Test Repair,Tester1,1970/01/03 03:16:00.000,1970/01/03 03:25:00.000,Variant 2,2,Simulated process instance,true,,complete,0,
64,Inform User,System,1970/01/03 03:27:00.000,1970/01/03 03:27:00.000,Variant 2,2,Simulated process instance,,,complete,,
64,Archive Repair,System,1970/01/03 03:33:00.000,1970/01/03 03:33:00.000,Variant 2,2,Simulated process instance,true,,complete,0,
640,Register,System,1970/01/14 06:07:00.000,1970/01/14 06:07:00.000,Variant 1,1,Simulated process instance,,,complete,,
640,Analyze Defect,Tester5,1970/01/14 06:07:00.000,1970/01/14 06:14:00.000,Variant 1,1,Simulated process instance,,8,complete,,T1
640,Repair (Complex),SolverC1,1970/01/14 06:42:00.000,1970/01/14 06:58:00.000,Variant 1,1,Simulated process instance,,,complete,,
640,Inform User,System,1970/01/14 06:53:00.000,1970/01/14 06:53:00.000,Variant 1,1,Simulated process instance,,,complete,,
640,Test Repair,Tester3,1970/01/14 06:58:00.000,1970/01/14 07:03:00.000,Variant 1,1,Simulated process instance,true,,complete,0,
640,Archive Repair,System,1970/01/14 07:13:00.000,1970/01/14 07:13:00.000,Variant 1,1,Simulated process instance,true,,complete,0,
641,Register,System,1970/01/15 08:07:00.000,1970/01/15 08:07:00.000,Variant 11,11,Simulated process instance,,,complete,,
641,Analyze Defect,Tester2,1970/01/15 08:07:00.000,1970/01/15 08:12:00.000,Variant 11,11,Simulated process instance,,3,complete,,T3
641,Repair (Simple),SolverS1,1970/01/15 08:18:00.000,1970/01/15 08:25:00.000,Variant 11,11,Simulated process instance,,,complete,,
641,Test Repair,Tester5,1970/01/15 08:25:00.000,1970/01/15 08:30:00.000,Variant 11,11,Simulated process instance,false,,complete,1,
641,Restart Repair,System,1970/01/15 08:38:00.000,1970/01/15 08:38:00.000,Variant 11,11,Simulated process instance,,,complete,,
641,Repair (Simple),SolverS3,1970/01/15 08:38:00.000,1970/01/15 08:55:00.000,Variant 11,11,Simulated process instance,,,complete,,
641,Test Repair,Tester5,1970/01/15 08:55:00.000,1970/01/15 09:04:00.000,Variant 11,11,Simulated process instance,true,,complete,2,
641,Inform User,System,1970/01/15 08:57:00.000,1970/01/15 08:57:00.000,Variant 11,11,Simulated process instance,,,complete,,
641,Archive Repair,System,1970/01/15 09:10:00.000,1970/01/15 09:10:00.000,Variant 11,11,Simulated process instance,true,,complete,2,
642,Register,System,1970/01/14 13:27:00.000,1970/01/14 13:27:00.000,Variant 3,3,Simulated process instance,,,complete,,
642,Analyze Defect,Tester4,1970/01/14 13:27:00.000,1970/01/14 13:37:00.000,Variant 3,3,Simulated process instance,,4,complete,,T3
642,Repair (Simple),SolverS2,1970/01/14 14:07:00.000,1970/01/14 14:13:00.000,Variant 3,3,Simulated process instance,,,complete,,
642,Test Repair,Tester2,1970/01/14 14:13:00.000,1970/01/14 14:20:00.000,Variant 3,3,Simulated process instance,true,,complete,1,
